id,archived,contract_id,place_id
417,0,1,97
418,0,1,98
419,0,1,99
420,0,1,100
421,0,1,101
422,0,1,101
423,0,1,101
424,0,1,101
425,0,1,101
426,0,1,101
427,0,1,101
428,0,1,101
429,0,1,101
430,0,1,101
431,0,1,101
432,0,1,101
433,0,1,101
434,0,1,101
435,0,1,101
436,0,1,101
437,0,1,101
438,0,1,101
439,0,1,101
440,0,1,101
441,0,1,101
442,0,1,101
443,0,1,101
444,0,1,101
445,0,1,101
446,0,1,101
447,0,1,101
448,0,1,101
449,0,1,101
450,0,1,101
451,0,1,101
452,0,1,101
453,0,1,101
454,0,1,101
455,0,1,101
456,0,1,101
457,0,1,101
458,0,1,101
459,0,1,101
460,0,1,101
461,0,1,101
462,0,1,101
463,0,1,101
464,0,1,101
465,0,1,101
466,0,1,101
467,0,1,101
468,0,1,101
469,0,1,101
470,0,1,101
471,0,1,101
472,0,1,101
473,0,1,101
474,0,1,101
475,0,1,101
476,0,1,102
477,0,1,102
478,0,1,102
479,0,1,102
480,0,1,102
481,0,1,102
482,0,1,102
483,0,1,102
484,0,1,102
485,0,1,102
486,0,1,102
487,0,1,102
488,0,1,102
489,0,1,102
490,0,1,102
491,0,1,102
492,0,1,102
493,0,1,102
494,0,1,102
495,0,1,102
496,0,1,102
497,0,1,102
498,0,1,102
499,0,1,102
500,0,1,102
501,0,1,102
502,0,1,102
503,0,1,102
504,0,1,102
505,0,1,102
506,0,1,102
507,0,1,102
508,0,1,102
509,0,1,102
510,0,1,102
